composer,url,title,date,from,originator,arranger,text author,duration,difficulty level,voicing,voicing notes,soloists,instruments,language,,,,sample performance,range notes,tessitura notes,vocal line notes,voice type notes,accompaniment,general notes,provided by
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Domine Ad Adiuvandum (No. 27),1630,Sacre Concerti,,,,,,Double SATB Chorus,,,"org, continuo",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Domine Ad Adiuvandum (No. 27),1630,Sacre Concerti,,,,,,Double SATB Chorus,,,org,Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Domine Dominus Noster (No. 11),1630,Sacre Concerti,,,,,,SA,,,org,Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Ego Dormio (No. 7),1630,Sacre Concerti,,,,,,"SA, TB",,,org,Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Exultate Iusti In Domino,1630,Sacre Concerti,,,,,,Double SATB Chorus,,,"org, continuo",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Gaudete Gaudio Magno (No. 14),1630,Sacre Concerti,,,,"2'15""",,SA,,,"vln or rec, vc or tbn",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,https://www.youtube.com/watch?v=SxhHutWExDU,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Gloria À 8 (No. 30),1630,Sacre Concerti,,,,,,Double SATB Chorus,,,"org, continuo",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Gloria À 8. Concertato (No. 33),1630,Sacre Concerti,,,,,,Double SATB Chorus,,,"org, continuo",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Hic Accipiet Benedictionem (No. 13),1630,Sacre Concerti,,,,"2'44""",,"SAB, TTB",,,"org, continuo",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,https://www.youtube.com/watch?v=fc7V4vc1hnQ,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Iublilate Deo Omnis Terra (No. 12),1630,Sacre Concerti,,,,,,Double SATB Chorus,,,"org, continuo",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Jesus Dulcis Amor Meus (no. 6),1630,Sacre Concerti,,,,,,"SA, TB",,,org,Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Jubilate Deo omnis terra (No. 26),1630,Sacre Concerti,,,,"3'00""",,SATB double chorus,,,"vln or rec, vc or tbn",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,https://www.youtube.com/watch?v=NRHkDxYXi-c,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Magnificat Sesto Tono À 8. Concertato (No. 34),1630,Sacre Concerti,,,,,,Double SATB Chorus,,,"org, continuo",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,O Dulcissime Jesu (No. 6),1630,Sacre Concerti,,,,,,SA,,,org,Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Omnes Gentes (No. 22),1630,Sacre Concerti,,,,"2'35""",,Double SATB Chorus,,,"org, continuo",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,https://www.youtube.com/watch?v=F3cv4kFSdFY,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Repleatur Os Meum (No. 25),1630,Sacre Concerti,,,,,,Double SATB Chorus,,,"org, continuo",Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Sacre Concerti,1630,,,,,,,SATB double chorus,,,org / vln,Latin,http://www.nataliedietterich.com/contact,,,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Surge Amica Mea (No. 9),1630,Sacre Concerti,,,,,,SA,,,org,Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLAUDIA FRANCESCA RUSCA,http://oxfordindex.oup.com/view/10.1093/gmo/9781561592630.article.2021307,Veni In Hortum Meum (No. 8),1630,Sacre Concerti,,,,,,"SA, TB",,,org,Latin,https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),https://imslp.org/wiki/Sacri_concerti_(Rusca%2C_Claudia_Francesca),,,,,,,,,
CLÁUDIO SANTORO,http://www.claudiosantoro.art.br/,"Cantata No. 1, ""Elegiaca""",1971,,,,,"25'00""",,,,Narrator,,,,,,,,,,,,,
CLÁUDIO SANTORO,http://www.claudiosantoro.art.br/,Cantata No. 2,1979,,,,,"9'00""",,,,tenor,,,,,,,,,,,,,
CLÁUDIO SANTORO,http://www.claudiosantoro.art.br/,Missa a 6 Vozes (In Memoriam),1983,,,,,"30'00""",,,,"alto, tenor, baritone",,,,,,,,,,,,,
CLÁUDIO SANTORO,http://www.claudiosantoro.art.br/,Oratório Berlim 13 de Agosto,1961,,,,,"18'00""",,,,Narrator,,,,,,,,,,,,,
CLÁUDIO SANTORO,http://www.claudiosantoro.art.br/,Oratório Estatutos do Homem,1957,,,,,"50'00""",,,,,,,,,,,,,,,,,
CLÁUDIO SANTORO,http://www.claudiosantoro.art.br/,Oratório Ode A Stalingrado,1947,,,,,,,,,Narrator,,,,,,,,,,,,,
CLÁUDIO SANTORO,http://www.claudiosantoro.art.br/,Requiem for JK,1986,,,,,"35'00""",,,,,,,,,,,,,,,,,
CLÁUDIO SANTORO,http://www.claudiosantoro.art.br/,Zé Brazil (Abertura Poema),1950,,,,,,,,,,,,,,,,,,,,,,
COLERIDGE-TAYLOR PERKINSON,https://en.wikipedia.org/wiki/Coleridge-Taylor_Perkinson,Dunbar,,,,,,,,SATB,,solo mezzo,,,,,,,,,,,,,
COLERIDGE-TAYLOR PERKINSON,https://en.wikipedia.org/wiki/Coleridge-Taylor_Perkinson,Freedome-Freedom,1970,,,,,"6'00""",,SATB,,,,,https://www.wisemusicclassical.com/work/31507/Freedom-Freedom--Coleridge-Taylor-Perkinson/,,,,,,,,,,
COLERIDGE-TAYLOR PERKINSON,https://en.wikipedia.org/wiki/Coleridge-Taylor_Perkinson,"Legacy, The",1982,,,,,,,,,Narrator and Voice,,,http://africandiasporamusicproject.org/items/show/23426,,,,,,,,,,
COLERIDGE-TAYLOR PERKINSON,https://en.wikipedia.org/wiki/Coleridge-Taylor_Perkinson,Psalm 100,1949,,,,,,,,,,,,,,,,,,,,,,
COLERIDGE-TAYLOR PERKINSON,https://en.wikipedia.org/wiki/Coleridge-Taylor_Perkinson,Symphony of the Sphinx,2002,,,,Nikki Giovanni,"19'05""",,,,Soprano,,,https://www.allmusic.com/performance/symphony-of-the-sphinx-symphonic-poem-for-orchestra-chorus-soprano-mq0000942848,,https://www.allmusic.com/album/finals-concert-2002-the-5th-annual-sphinx-competition-mw0001841317,,,,,,,,
CONNOR WARREN SMITH,http://www.connorsmithmusic.com,A Song of Life,2021,,,,Connor Warren Smith,"4'25""",,,,,,English,http://www.connorsmithmusic.com/sheet-music/eqih7tga8te04qunhi6ywt51k9sy4i,http://www.connorsmithmusic.com/sheet-music/eqih7tga8te04qunhi6ywt51k9sy4i,https://youtu.be/IrtTZ7xJ_hE,,,,,,,,
CONNOR WARREN SMITH,http://www.connorsmithmusic.com,Be Thou My Vision,2018,,Traditional Irish,Connor Warren Smith,Eleanor H. Hull,5',,,,,,English,https://www.alfred.com/be-thou-my-vision/p/00-47002/,https://content.alfred.com/catpages/00-47002.pdf,https://www.alfred.com/be-thou-my-vision/p/00-47002/,,,,,,,,
CONNOR WARREN SMITH,http://www.connorsmithmusic.com,Deep River,2021,,Traditional,Connor Warren Smith,,"2'58""",,,,,pno,English,https://excelciamusic.com/product/satb2104-deep-river-smith/,https://media.excelciamusic.com/wp-content/uploads/2021/03/30135832/satb2104-deep-river-smith-Score.pdf,https://youtu.be/0I1QroBGdig,,,,,,,,
CONNOR WARREN SMITH,http://www.connorsmithmusic.com,I Am Reaching (For You),2015,,,,,"4'51""",,,,,hp,English,http://www.connorsmithmusic.com/sheet-music/i-am-reaching-for-you,http://www.connorsmithmusic.com/sheet-music/i-am-reaching-for-you,https://youtu.be/IY1bVlAjNNU,,,,,,,,
CONNOR WARREN SMITH,http://www.connorsmithmusic.com,I Hear Love,2020,,,,Connor Warren Smith,"3'45""",,,,,pno,English,https://excelciamusic.com/product/satb2008-i-hear-love-smith/,https://media.excelciamusic.com/wp-content/uploads/2020/02/26133444/satb2008-i-hear-love-smith-Score.pdf,https://youtu.be/SMJJJbAMzfU,,,,,,,,
CONNOR WARREN SMITH,http://www.connorsmithmusic.com,O Canada,2019,,"Adolphe-Basile Routhier, Calixa Lavalle",Connor Warren Smith,,"1'35""",,,,,,English,https://www.connorsmithmusic.com/sheet-music/ocanada,,https://youtu.be/XQ33H_CK-wM,,,,,,,,
CONNOR WARREN SMITH,http://www.connorsmithmusic.com,One Day,2019,,"Matthew Miller, Ari Levine, Peter Gene Hernandez, and Phillip Lawrence",Connor Warren Smith,"Matthew Miller, Ari Levine, Peter Gene Hernandez, and Phillip Lawrence","3'26""",,,,,,English,https://www.sheetmusicplus.com/title/one-day-digital-sheet-music/22012007?ac=1,https://www.sheetmusicplus.com/title/one-day-digital-sheet-music/22012007?ac=1,https://www.sheetmusicplus.com/title/one-day-digital-sheet-music/22012007?ac=1,,,,,,,,
CONNOR WARREN SMITH,http://www.connorsmithmusic.com,The Last Rose of Summer,2021,,Irish Folk Song,,Thomas Moore,"3'30""",,,,,,English,http://www.connorsmithmusic.com/sheet-music/lastroseofsummer,http://www.connorsmithmusic.com/sheet-music/lastroseofsummer,https://youtu.be/_eYb0iKICDc,,,,,,,,
CONNOR WARREN SMITH,http://www.connorsmithmusic.com,The Star-Spangled Banner,2019,,John Stafford Smith,Connor Warren Smith,Francis Scott Key,"1'56""",,,,,,English,https://www.alfred.com/the-star-spangled-banner/p/00-47550/,https://content.alfred.com/catpages/00-47550.pdf,https://www.alfred.com/the-star-spangled-banner/p/00-47550/,,,,,,,,
CONNOR WARREN SMITH,http://www.connorsmithmusic.com,The Sunrise Will Come,,,,,Connor Warren Smith,"3'42""",,,,,pno / vc,English,https://excelciamusic.com/product/the-sunrise-will-come/,,https://excelciamusic.com/product/the-sunrise-will-come/,,,,,,,,
CORRINA BONSHEK,http://bonmusic.com.au/,Phonological Examination,1997,,,,,"5'00""",,SSATBB,,,,UNKNOWN,http://bonmusic.com.au/contact/,,,,,,,,,,
COURTNEY BRYAN,http://www.courtneybryan.com,A Time For Everything,2013,,,,,"30'00""",5,SATB Divisi (SSATBB),,,,English,https://www.courtneybryan.com/works,,https://www.courtneybryan.com/media,,,,,,,,
COURTNEY BRYAN,http://www.courtneybryan.com,A Time for Everything,2013,,,,Courtney Bryan,,,,,,,English,https://www.courtneybryan.com/works,,,,,,,,,,
COURTNEY BRYAN,http://www.courtneybryan.com,"Come Away, My Beloved",2012,,,,Courtney Bryan,,,,,,,English,https://www.courtneybryan.com/works,,,,,,,,,,
COURTNEY BRYAN,http://www.courtneybryan.com,I. A Time For Everything From A Time For Everything,2013,,,,,"10'00""",5,SATB Divisi (SSATBB),,,,English,https://www.courtneybryan.com/works,,https://www.courtneybryan.com/media,,,,,,,,
COURTNEY BRYAN,http://www.courtneybryan.com,"Ii. Come Away, My Beloved From A Time For Everything",2013,,,,,"5'00""",5,SATB Divisi (SSATBB),,,,English,https://www.courtneybryan.com/works,,https://www.courtneybryan.com/media,,,,,,,,
COURTNEY BRYAN,http://www.courtneybryan.com,Iii. Intercession From A Time For Everything,2013,,,,,6'00'',5,SATB Divisi (SSATBB),,,,English,https://www.courtneybryan.com/works,,https://www.courtneybryan.com/media,,,,,,,,
COURTNEY BRYAN,http://www.courtneybryan.com,Intercession,2012,,,,Courtney Bryan,,,,,,,English,https://www.courtneybryan.com/works,,,,,,,,,,
COURTNEY BRYAN,http://www.courtneybryan.com,"Iv. Faith, Hope, And Love From A Time For Everything",2013,,,,,"9'00""",5,SATB Divisi (SSATBB),,,,English,https://www.courtneybryan.com/works,,https://www.courtneybryan.com/media,,,,,,,,
COURTNEY BRYAN,http://www.courtneybryan.com,Saved,2013,,,,Courtney Bryan,,,,,,,English,https://www.courtneybryan.com/works,,,,,,,,,,
COURTNEY BRYAN,http://www.courtneybryan.com,Yet Unheard,2016,,,,,"20'00""",,,,Voice,,,,,,https://youtu.be/XiklJQEC5kI?t=4080,,,,,,,
CRISTIAN GRASES,https://music.usc.edu/cristian-grases/,Canto De Pilón,2011,,,"GRASES, CRISTIAN",TRADITIONAL,"2'00""",1,SA/Two-Part Treble,,,body perc,Spanish,http://www.pavanepublishing.com/site/163/,,http://www.pavanepublishing.com/sounds/P1403Canto.mp3,https://www.youtube.com/watch?v=IjhMiJZHKt0,,,,,,,
CRISTIAN GRASES,https://music.usc.edu/cristian-grases/,Kuenana,2019,,"GRONICH, SHLOMO",,"GRONICH, SHLOMO",4‚Äô00‚Äù,4,SSA,,,"pno, bgtr",Wordless,http://www.pavanepublishing.com/site/163/,,http://www.pavanepublishing.com/sounds/P1640.mp3,https://www.youtube.com/watch?v=gYGA9G3TX4s,,,,,,,
CRISTIAN LARIOS,https://crstnlrs.com/,Autumn,2022,,,,Alexander Posey,2'55'',2,TB,,,,English,,,https://soundcloud.com/crstnlrs/autumn?si=917e781c5456430a85f7f25fbe1b8824&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,,,,,,Other/Additional/Optional (see below),,
CRISTIAN LARIOS,https://crstnlrs.com/,Buried Love,2022,,,,Sara Teasdale,2'48'',3,SATB,,Soprano,,English,,,https://soundcloud.com/crstnlrs/burried-love?si=d4f5df540b094950ae09e2059e79fd5d&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,,,,,,Unaccompanied,,
CRISTIAN LARIOS,https://crstnlrs.com/,Fire-Flowers,,,,,,3'50'',3,,,,pno / gtr,English,https://www.abbiebetinis.com/works/aililiu_o_iosa.html,https://www.abbiebetinis.com/works/aililiu_o_iosa.html,https://www.abbiebetinis.com/works/aililiu_o_iosa.html,,,,,,,,
CRISTIAN LARIOS,https://crstnlrs.com/,in this house,,,,,,5'20'',,SATB Divisi,,Spoken Solos,,,http://crstnlrs.com/2019/06/14/in-this-house/,,,http://www.youtube.com/watch?v=P341JQxays0,,,,,,,
CRISTIAN LARIOS,https://crstnlrs.com/,Joy,2022,,,,Clarissa Scott Delany,2'54'',2,SAB,,,pno,English,http://crstnlrs.com/2022/05/31/joy/,,,,,,,,,,
DAISUKE EHARA,http://www.daisuke-ehara.com/,Christmas Pageant,2013,,,,,3',,,,,,Japanese,https://www.daisuke-ehara.com/works-1,,,https://youtu.be/BqlJcMYy3Ik,,,,,,,
DAISUKE EHARA,http://www.daisuke-ehara.com/,Flower Soul,2008,,,,Misuzu Kaneko,,,,,,pno / vc,,http://daisuke-ehara.com/works-1,,,,,,,,,,
DAISUKE EHARA,http://www.daisuke-ehara.com/,YUME equal FURUSATO,2011,,,,,,,,,,pno,,https://www.daisuke-ehara.com/works-1,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,A Valentine For Hands,2014,,,,Annie Finch,"4'00""",4,SATB,,,,English,http://www.daletrumbore.com/valentine,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,After The Storm Passes,2014,,,,Barbara Crooker,"4'00""",5,SATB Divisi,,,,English,http://www.daletrumbore.com/storm,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,All We Need,,,,,Annie Finch,"5'00""",4,SATB,,,,English,http://www.daletrumbore.com/allweneed,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,As It Is In Heaven,2016,,,,Leo Tolstoy,"7'00""",3,SATB,,,org,English,http://www.daletrumbore.com/asitisinheaven,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Ave Generosa,2015,,,,Hildegard Von Bingen,"5'00""",3,SSA,,,vln,English,http://www.daletrumbore.com/avegenerosa,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Because I Am Human,2016,,,,Dale Trumbore,"1'00""",3,SSAA,,,pno,English,http://www.daletrumbore.com/human,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Blessing,,,,,"Henri Frederic Amiel, Doxology","4'00""",4,SATB,,,,English,https://www.daletrumbore.com/blessing,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Breathe In Hope,2017,,,,Maya Jackson,"7'00""",4,TTBB,,,pno,English,http://www.daletrumbore.com/breatheinhope,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Breathe In Hope,2017,,,,Maya Jackson,"7'00""",4,SSAA,,,pno,English,http://www.daletrumbore.com/breatheinhope,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Breathe In Hope,2017,,,,Maya Jackson,"7'00""",4,SATB,,,pno,English,http://www.daletrumbore.com/breatheinhope,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Butterfly Lullaby,,,,,Annie Finch,"4'00""",3,SATB,,,"vc, vibes",English,http://www.daletrumbore.com/lullaby,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Closer To Home,2017,,,,Dale Trumbore,"5'00""",4,TTBB,,,,English,http://www.daletrumbore.com/closer-to-home,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Closer To Home,2017,,,,Dale Trumbore,"5'00""",4,SATB,,,,English,http://www.daletrumbore.com/closer-to-home,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Closer To Home,2017,,,,Dale Trumbore,"5'00""",4,SSAA,,,,English,http://www.daletrumbore.com/closer-to-home,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Completing The Circle,,,,,Barbara Crooker,"4'00""",4,SATB,,,,English,http://www.daletrumbore.com/circle,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Echo's Histories,,,,,Diane Thiel,"4'00""",4,TTBB,,,,English,http://www.daletrumbore.com/history-s-stories,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Echo's Stories,,,,,Diane Thiel,"4'00""",4,SSAA,,,,English,http://www.daletrumbore.com/history-s-stories,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Faster,,,,,Dale Trumbore,"4'00""",4,SATB,,,,English,http://www.daletrumbore.com/faster,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Faster,,,,,Dale Trumbore,"4'00""",4,TTBB,,,,English,http://www.daletrumbore.com/faster,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Faster,,,,,Dale Trumbore,"4'00""",4,SSAA,,,,English,http://www.daletrumbore.com/faster,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Flare,,,,,Stacy Gnall,"3'00""",4,SSAA,,,,English,http://www.daletrumbore.com/flare,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Footnotes To A History Of Music,2018,,,,Kristina Marie Darling,"10'00""",5,SATB Divisi,,,,English,https://www.daletrumbore.com/footnotes-music,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Frozen In,,,,,Annie Finch,"5'00""",4,SSA,,,vln,English,http://www.daletrumbore.com/frozen,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,"Glorious, Glorious",,,,,Charles Dickens,"3'00""",3,SATB,,,,English,http://www.daletrumbore.com/glorious,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,History's Stories,,,,,Diane Thiel,"5'00""",5,SATB Divisi (SSAATTBB),,,,English,http://www.daletrumbore.com/history-s-stories,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,How To Go On,2016,,,,"Barbara Crooker, Laura Foley, & Amy Fleury","35'00""",5,SATB Divisi (SSAATTBB),,,,English,http://www.daletrumbore.com/how-to-go-on,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,I Am Music,,,,,Anonymous,6'00'',5,SATB,,,pno,English,https://www.daletrumbore.com/i-am-music,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,I Hope You're Doing Well + A Way To Be With You,2020,,,,Dale Trumbore,"5'00""",2,SATB,,Online Chorus,,English,http://www.daletrumbore.com/doingwell,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,I Was Born,,,,,Genie Hossain,"7'00""",5,SATB,,,vc,English,http://www.daletrumbore.com/i-was-born,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,If I Say Yes,2019,,,,Dale Trumbore,"15'00""",4,SATB,,,"2vln, vla, vc, pno, mar, vibes, tubular bells",English,http://www.daletrumbore.com/yes,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,In The Middle,2019,,,,Barbara Crooker,6'00'',4,SATB,,,pno,English,http://www.daletrumbore.com/in-the-middle,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,In The Silence,,,,,Robert Bode,6'00'',5,SATB Divisi,,,,English,http://www.daletrumbore.com/inthesilence,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Light Of Late November,,,,,Barbara Crooker,"4'00""",4,SATB,,,,English,http://www.daletrumbore.com/november,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Like Something Newly Freed,2017,,,,Laura Foley,"5'00""",3,SATB,,,,English,http://www.daletrumbore.com/newlyfreed,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Listen,,,,,Barbara Crooker,"5'00""",4,SSAA,,,pno,English,http://www.daletrumbore.com/listen,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Lodestar,,,,,Diane Thiel,6'00'',5,SATB,,,,English,http://www.daletrumbore.com/lodestar,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Love Is A Sickness,2006,,,,Samuel Daniel,"3'00""",4,TTB,,,,English,http://www.daletrumbore.com/love-is-a-sickness,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Love Is A Sickness,2006,,,,Samuel Daniel,"3'00""",4,SATB,,,,English,http://www.daletrumbore.com/love-is-a-sickness,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Love Is A Sickness,2006,,,,Samuel Daniel,"3'00""",4,SSA,,,,English,http://www.daletrumbore.com/love-is-a-sickness,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,One Blue Sky,,,,,Barbara Crooker,"3'00""",3,SSAA,,,,English,http://www.daletrumbore.com/one-blue-sky,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Perhaps,2016,,,,Brandon Elliott,"4'00""",4,SATB,,,,English,http://www.daletrumbore.com/perhaps,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Returning,,,,,Laura Foley,6'00'',4,SATB,,Audience participation,pno,English,http://www.daletrumbore.com/returning,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,"Ring Out, Ye Bells",2013,,,,Paul Laurence Dunbar,"4'00""",3,SATB,,,pno,English,http://www.daletrumbore.com/bells,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Sing To The Lord,,,,,Text from Psalm 96,"4'00""",3,SATB,,,,English,http://www.daletrumbore.com/sing-to-the-lord,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Spiritus Mundi,,,,,Amy Fleury,6'00'',4,SATB,,,,English,http://www.daletrumbore.com/spiritusmundi,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,The Christmas Rose,2014,,,,Dollie Radford,"4'00""",3,SATB,,,pno,English,http://www.daletrumbore.com/christmas-rose,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,The Whole Sea In Motion,,,,,Anne Bronte,6'00'',5,SATB,,,pno,English,http://www.daletrumbore.com/the-whole-sea-in-motion,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Threads Of Joy,,,,,Laura Foley,"4'00""",4,SATB,,,,English,http://www.daletrumbore.com/threadsofjoy,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Where Go The Boats,,,,,Robert Louis Stevenson,"4'00""",3,SATB,,,,English,http://www.daletrumbore.com/boats,,,,,,,,,,
DALE TRUMBORE,http://daletrumbore.com,Without You,,,,,Barbara Crooker,"7'00""",5,SATB,,,,English,http://www.daletrumbore.com/without-you,,,,,,,,,,
